topword	middleword	bottomword	chose_topword
 gentle	 soft	 grief	0
 dish	 grief	 soft	0
a cheek	to disturb	to believe	0
a heel	to believe	to disturb	0
a vein	a collar	 truth	1
a collar	a vein	orange	1
to read	a nest	 hair	0
to sell	 hair	a nest	0
a shirt	 grass	to win	1
 grass	a shirt	a vein	1
black	 people	a picture	0
to carry	a picture	 people	0
 memory	a gift	 hair	1
a gift	 memory	 chest	1
a month	 source	to lose	0
a word	to lose	 source	0
red	a table	green	0
 week	green	a table	0
a table	a pillow	to steal	1
a pillow	a table	red	1
to disturb	 meat	a woman	0
 thin	a woman	 meat	0
 naked	a story	a grandfather	0
 money	a grandfather	a story	0
to forget	 chest	 sad	0
 weak	 sad	 chest	0
 child	 cheap	a boot	0
a reason	a boot	 cheap	0
 under	blue	to deceive	1
blue	 under	a fish	0
a woman	a fish	 under	0
to add	to steal	 powerful	0
 famous	 powerful	to steal	1
 powerful	 famous	a corner	1
to win	 grass	a shirt	0
a business	a shirt	 grass	0
 clever	a shelf	red	1
a shelf	 clever	a story	0
 naked	a story	 clever	0
to destroy	 sick	 weak	0
 country	 weak	 sick	0
to disturb	to eat	the ground	0
a shirt	the ground	to eat	1
the ground	a shirt	a vein	1
a woman	a fish	to disturb	1
a fish	a woman	 thin	1
 under	gray	 gentle	0
 soft	 gentle	gray	0
orange	a needle	 weight	0
a nose	 weight	a needle	0
an item	to hear	a picture	0
to carry	a picture	to hear	0
 hair	a box	 clever	0
a story	 clever	a box	0
a needle	to arrive	 people	0
black	 people	to arrive	0
 clothes	 thick	 country	0
a shelf	 country	 thick	0
a thigh	orange	a family	1
orange	a thigh	blue	1
 hair	a box	 clever	0
a story	 clever	a box	0
to melt	a cloud	gray	0
a thigh	gray	a cloud	0
to destroy	 sick	 weak	0
 country	 weak	 sick	0
a story	 clever	 famous	1
 clever	a story	 naked	1
 power	to speak	an item	1
to speak	 power	a pillow	1
a picture	to believe	a heel	1
to believe	a picture	to carry	1
a word	to lose	to seek	1
to lose	a word	 power	1
 other	 week	to destroy	0
 powerful	to destroy	 week	1
to destroy	 powerful	 famous	0
a corner	 famous	 powerful	0
a shoe	the ground	a shirt	0
a vein	a shirt	the ground	0
red	a table	green	0
 week	green	a table	0
to hear	an item	 memory	0
a chair	 memory	an item	0
 under	black	a mistake	1
black	 under	a message	0
 grass	a message	 under	0
red	a table	green	0
 under	green	a table	0
an item	to speak	purple	1
to speak	an item	to hear	1
a word	to lose	to seek	1
to lose	a word	 pain	1
to disturb	a fish	a woman	0
 dirt	a woman	a fish	0
 weak	 sick	to destroy	1
 sick	 weak	 country	1
a family	orange	a thigh	0
a toe	a thigh	orange	0
a shelf	 country	black	1
 country	a shelf	 clever	1
a message	 under	a fish	0
the ground	a fish	 under	0
a nose	 weight	a word	0
 power	a word	 weight	0
to seek	to lose	a nose	1
to lose	to seek	pink	1
to add	to sell	a boot	1
to sell	to add	 noise	0
 life	 noise	to add	0
black	 people	a picture	0
to carry	a picture	 people	0
to hear	an item	 memory	0
a chair	 memory	an item	0
a picture	to believe	a heel	1
to believe	a picture	to carry	0
to bother	to carry	a picture	0
a nose	to carry	to bother	0
a picture	to bother	to carry	0
 famous	 powerful	a pillow	1
 powerful	 famous	a corner	1
 powerful	 power	 famous	1
a story	 child	 dirt	1
 child	a story	 pain	0
a shirt	 pain	a story	1
 pain	a shirt	a message	1
 sick	 grief	a shirt	1
 grief	 sick	 soft	0
a box	 soft	 sick	1
 soft	a box	 grass	0
orange	 grass	a box	1
 grass	orange	a teacher	1
 famous	to read	 child	1
to read	 famous	 dish	0
to destroy	 dish	 famous	0
a chair	a picture	 pain	1
a picture	a chair	a needle	0
 sad	a needle	a chair	1
a needle	 sad	 soft	0
a boot	 soft	 sad	1
 soft	a boot	a fish	0
a message	 clothes	to lose	0
red	to lose	 clothes	1
to lose	red	a family	1
 week	to teach	 dirt	1
to teach	 week	 power	1
a message	purple	a teacher	1
purple	a message	to bother	0
a woman	to bother	a message	1
to bother	a woman	a cloud	0
a table	a cloud	a woman	1
a cloud	a table	green	0
 powerful	a collar	a message	1
a collar	 powerful	a thigh	1
 meat	 under	 people	0
a vein	 people	 under	1
 people	a vein	 clothes	0
a message	 clothes	a vein	0
to add	a nest	to forget	1
a nest	to add	to seek	0
a shelf	to seek	to add	0
 noise	to win	red	1
to win	 noise	to disturb	0
a woman	to disturb	 noise	1
to disturb	a woman	a cloud	0
a table	a cloud	a woman	1
a cloud	a table	green	0
pink	 power	a thigh	1
 power	pink	a family	0
to carry	a family	pink	0
a boot	 soft	a box	1
 soft	a boot	an item	0
black	an item	a boot	0
to speak	 source	 memory	1
 source	to speak	a knife	1
a woman	to bother	 clever	0
a shoe	 clever	to bother	0
to carry	 life	to choose	0
 chest	to choose	 life	0
a needle	a chair	green	1
a chair	a needle	 sad	1
to read	a grandfather	to carry	0
 country	to carry	a grandfather	0
 life	a family	to read	1
a family	 life	to carry	0
 other	to carry	 life	0
a roof	white	a collar	0
 powerful	a collar	white	0
a ladder	 memory	to choose	1
 memory	a ladder	 truth	1
 country	to carry	 other	1
to carry	 country	a toe	1
a thigh	 powerful	pink	0
to deceive	pink	 powerful	1
pink	to deceive	 milk	0
to eat	 milk	to deceive	1
 milk	to eat	 weak	0
white	 weak	to eat	0
the ground	a thigh	 thick	0
to win	 thick	a thigh	0
 memory	a reason	a gift	1
a reason	 memory	a ladder	0
 truth	a ladder	 memory	0
a roof	red	a teacher	1
red	a roof	 people	1
black	an item	to sell	0
to know	to sell	an item	0
blue	white	a roof	1
white	blue	a collar	1
a nest	 thin	to win	1
 thin	a nest	to add	0
a cheek	to add	a nest	0
an arm	a toe	gray	1
a toe	an arm	the ground	1
yellow	 hair	to lose	0
 noise	to lose	 hair	0
to deceive	purple	a mistake	0
 memory	a mistake	purple	1
a mistake	 memory	a ladder	1
 child	to read	 famous	1
to read	 child	a story	0
 pain	a story	 child	0
to sell	a gift	to forget	1
a gift	to sell	to know	1
to speak	 source	 memory	1
 source	to speak	a knife	0
 naked	a knife	to speak	0
a woman	to disturb	a reason	1
to disturb	a woman	a cloud	0
a table	a cloud	a woman	1
a cloud	a table	a needle	0
 sad	a needle	a table	0
brown	 milk	to eat	0
 weak	to eat	 milk	1
to eat	 weak	to win	1
 soft	 sad	to choose	1
 sad	 soft	a boot	0
a fish	a boot	 soft	0
a month	a pillow	a corner	0
 gentle	a corner	a pillow	0
a toe	 country	a vein	1
 country	a toe	gray	1
to seek	to forget	 clever	1
to forget	to seek	a shelf	0
 grass	a shelf	to seek	0
orange	 grass	to grow	1
 grass	orange	a family	1
a woman	to disturb	a reason	1
to disturb	a woman	a cloud	0
a table	a cloud	a woman	0
a cheek	to add	to seek	1
to add	a cheek	to teach	0
 week	to teach	a cheek	0
to read	a grandfather	to carry	1
a grandfather	to read	 famous	1
to choose	 grief	a shirt	0
a message	a shirt	 grief	0
a grandfather	 cheap	to know	0
to seek	to know	 cheap	0
a box	 soft	a nest	1
 soft	a box	to forget	0
to seek	to forget	a box	0
 gentle	a corner	 grass	1
a corner	 gentle	a box	0
to forget	a box	 gentle	0
 clever	to believe	a gift	1
to believe	 clever	a shoe	0
an item	a shoe	 clever	1
a shoe	an item	black	0
a bed	black	an item	0
to teach	a cheek	purple	1
a cheek	to teach	 week	0
 power	 week	to teach	1
 week	 power	pink	0
to deceive	pink	 power	1
pink	to deceive	 milk	1
a box	 soft	a nest	1
 soft	a box	 grass	1
to eat	a fish	a leg	1
a fish	to eat	 weak	0
white	 weak	to eat	0
red	to lose	 noise	0
a heel	 noise	to lose	0
a gift	to know	 clever	0
a shoe	 clever	to know	0
 weak	to eat	a leg	1
to eat	 weak	to win	1
a needle	a table	green	0
to believe	green	a table	0
a message	 clothes	to lose	0
 noise	to lose	 clothes	0
a shirt	 pain	to choose	0
 chest	to choose	 pain	0
to add	a nest	to forget	1
a nest	to add	a cheek	0
purple	a cheek	to add	1
a cheek	purple	a mistake	1
a business	to grow	red	0
a collar	red	to grow	1
red	a collar	 powerful	1
to deceive	a heel	black	1
a heel	to deceive	a shoe	1
a word	orange	 grass	0
a needle	 grass	orange	0
 cheap	pink	a knife	1
pink	 cheap	 weight	1
 powerful	to sell	a shoe	0
a month	a shoe	to sell	0
 thin	a table	 soft	1
a table	 thin	a cloud	1
 people	a woman	to grow	1
a woman	 people	a table	1
a word	orange	 grass	1
orange	a word	an item	0
gray	an item	a word	0
to read	 week	a business	0
the ground	a business	 week	0
a teacher	 sick	red	1
 sick	a teacher	yellow	1
to add	 money	 powerful	0
to speak	 powerful	 money	0
a mistake	 hair	a cheek	0
a pillow	a cheek	 hair	0
 dish	to melt	a woman	1
to melt	 dish	 week	1
brown	a vein	to win	1
a vein	brown	to destroy	1
a picture	 milk	a nest	0
green	a nest	 milk	0
to choose	a roof	to teach	1
a roof	to choose	 sad	0
a teacher	 sad	to choose	1
 sad	a teacher	yellow	1
to deceive	a shoe	black	0
 hair	black	a shoe	1
black	 hair	a mistake	1
a ladder	 life	to know	1
 life	a ladder	to teach	1
orange	to know	to disturb	0
to arrive	to disturb	to know	1
to disturb	to arrive	a gift	1
to teach	a ladder	to choose	1
a ladder	to teach	a nose	1
 sick	to bother	to disturb	0
 thick	to disturb	to bother	0
 cheap	pink	 hair	0
a cheek	 hair	pink	0
 truth	a corner	pink	1
a corner	 truth	a toe	1
 source	 noise	to arrive	0
a gift	to arrive	 noise	0
yellow	to teach	a grandfather	0
white	a grandfather	to teach	0
 naked	a story	a chair	0
 thin	a chair	a story	0
a reason	 memory	a leg	1
 memory	a reason	a family	1
orange	to forget	to disturb	0
to arrive	to disturb	to forget	0
a gift	to arrive	 sad	1
to arrive	a gift	 clothes	1
a picture	 milk	a nest	0
green	a nest	 milk	0
 sad	to seek	to steal	0
a shoe	to steal	to seek	0
 hair	yellow	a word	1
yellow	 hair	a mistake	1
a shelf	to add	orange	1
to add	a shelf	pink	0
 cheap	pink	a shelf	1
pink	 cheap	 weight	1
to destroy	brown	a message	1
brown	to destroy	 thick	0
a cloud	 thick	to destroy	1
 thick	a cloud	a heel	0
black	a heel	a cloud	1
a heel	black	a thigh	0
a shelf	to add	orange	1
to add	a shelf	pink	0
 hair	pink	a shelf	1
pink	 hair	a mistake	1
 under	a collar	a message	1
a collar	 under	 power	1
a fish	 source	a family	0
to know	a family	 source	0
brown	a vein	to win	1
a vein	brown	to destroy	0
 thick	to destroy	brown	1
to destroy	 thick	a woman	0
 people	a woman	 thick	1
a woman	 people	a table	0
to destroy	brown	a message	1
brown	to destroy	a shoe	0
a month	a shoe	to destroy	1
a shoe	a month	to read	0
a chair	to read	a month	1
to read	a chair	 thin	0
a grandfather	 truth	a toe	1
 truth	a grandfather	white	0
a message	white	a grandfather	1
white	a message	 meat	0
a nest	 meat	a message	1
 meat	a nest	green	1
to steal	to seek	 sad	1
to seek	to steal	a shoe	1
to know	a family	white	0
a message	white	a family	0
 country	 clever	to speak	1
 clever	 country	to eat	0
 chest	to eat	 country	1
to eat	 chest	 gentle	0
to sell	 gentle	 chest	1
 gentle	to sell	 powerful	0
purple	a mistake	a family	1
a mistake	purple	 hair	0
a cheek	 hair	purple	1
 hair	a cheek	a pillow	0
a boot	a pillow	a cheek	1
a pillow	a boot	to melt	0
the ground	a business	to know	0
to disturb	to know	a business	0
 memory	 chest	 gentle	0
to seek	 gentle	 chest	0
orange	to forget	to disturb	0
to arrive	to disturb	to forget	0
to teach	a ladder	to choose	1
a ladder	to teach	a nose	1
a shoe	to steal	 thick	1
to steal	a shoe	a month	1
a gift	to arrive	 sad	1
to arrive	a gift	 clothes	0
a cheek	 clothes	a gift	1
 clothes	a cheek	a pillow	0
a boot	a pillow	a cheek	1
a pillow	a boot	to deceive	0
a toe	 truth	a grandfather	0
white	a grandfather	 truth	1
a grandfather	white	a message	0
 meat	a message	white	1
a message	 meat	a nest	0
green	a nest	 meat	1
a woman	 thick	a cloud	0
a heel	a cloud	 thick	1
a cloud	a heel	to deceive	0
 weak	to deceive	a heel	1
to deceive	 weak	a bed	1
to disturb	to bother	 sick	1
to bother	to disturb	to arrive	1
a knife	black	a message	0
 meat	a message	black	0
 weak	to deceive	a shoe	1
to deceive	 weak	a bed	1
to choose	a roof	to teach	0
a nose	to teach	a roof	0
 memory	 chest	 gentle	1
 chest	 memory	a leg	1
purple	a mistake	a family	0
to know	a family	a mistake	1
a family	to know	to disturb	1
a box	gray	a thigh	0
 gentle	a thigh	gray	1
a thigh	 gentle	to seek	0
to steal	to seek	 gentle	1
to seek	to steal	 thick	0
to sell	 thick	to steal	1
a corner	to carry	 other	1
to carry	a corner	 truth	1
a family	a mistake	orange	1
a mistake	a family	to know	1
 famous	a fish	a nest	1
a fish	 famous	to speak	0
 milk	to speak	 famous	0
 under	a collar	a message	1
a collar	 under	 power	1
green	a nest	a story	1
 money	the ground	a story	0
to speak	a story	the ground	1
a story	to speak	a bed	1
 cheap	to bother	a fish	1
to bother	 cheap	to seek	1
 weak	 gentle	 famous	1
 gentle	 weak	a box	1
orange	a toe	to steal	1
a toe	orange	to read	1
 milk	a ladder	to steal	0
 people	to steal	a ladder	1
to steal	 people	to believe	0
 memory	to believe	 people	1
to believe	 memory	 sick	1
a mistake	a boot	 truth	1
a boot	a mistake	 meat	1
a family	red	to disturb	0
a shirt	to disturb	red	0
 naked	a fish	to eat	0
 dish	to eat	a fish	0
a cheek	 pain	white	1
 pain	a cheek	to hear	0
a heel	to hear	a cheek	0
a corner	to forget	a knife	1
to forget	a corner	 hair	1
to add	to teach	 week	1
to teach	to add	to speak	1
 child	 cheap	to grow	1
 cheap	 child	 clever	0
 grief	 clever	 child	0
a collar	a thigh	a month	1
a thigh	a collar	 other	1
to grow	 cheap	 child	0
 clever	 child	 cheap	1
 child	 clever	a toe	1
 sad	the ground	a business	1
the ground	 sad	an item	1
a word	to melt	a leg	1
to melt	a word	 week	1
 sad	the ground	a business	1
the ground	 sad	an item	1
to know	to deceive	 weight	1
to deceive	to know	a knife	1
 thick	a bed	a message	1
a bed	 thick	a leg	0
a collar	a leg	 thick	0
to lose	an arm	a collar	0
 other	a collar	an arm	0
to forget	to read	a heel	1
to read	to forget	a corner	1
 famous	gray	a box	0
 dirt	a box	gray	0
 weak	a story	to forget	0
to seek	to forget	a story	0
a picture	to know	a corner	1
to know	a picture	black	1
to destroy	 soft	a toe	1
 soft	to destroy	 weight	1
a thigh	brown	an arm	0
a collar	an arm	brown	1
an arm	a collar	red	1
black	a picture	 weak	1
a picture	black	to believe	1
to add	a teacher	to teach	0
 week	to teach	a teacher	0
 week	to teach	to add	0
to speak	to add	to teach	0
to read	to grow	 soft	1
to grow	to read	to forget	1
black	a picture	 weak	1
a picture	black	to believe	1
 weight	to destroy	to know	1
to destroy	 weight	 power	1
a heel	to speak	 week	1
to speak	a heel	green	1
 memory	yellow	a thigh	1
yellow	 memory	pink	0
a grandfather	pink	 memory	0
a reason	a family	a needle	1
a family	a reason	a picture	1
a shirt	to disturb	to seek	0
 powerful	to seek	to disturb	1
to seek	 powerful	to deceive	1
 money	 other	 grass	1
 other	 money	 under	1
 week	to hear	a heel	1
to hear	 week	 cheap	0
to grow	 cheap	 week	0
a leg	 thin	to destroy	1
 thin	a leg	to lose	1
gray	a woman	 clever	0
 grief	 clever	a woman	0
 famous	gray	a box	1
gray	 famous	to deceive	1
pink	 memory	white	1
 memory	pink	a grandfather	1
 grief	 clever	to deceive	0
a shoe	to deceive	 clever	0
gray	a woman	 clever	0
 grief	 clever	a woman	0
a month	 chest	to choose	0
a nest	to choose	 chest	0
 source	 noise	a shirt	1
 noise	 source	a cloud	1
a collar	an arm	to lose	1
an arm	a collar	red	1
 week	to speak	a heel	1
to speak	 week	 cheap	1
a corner	to forget	a knife	1
to forget	a corner	 chest	0
a month	 chest	a corner	0
to speak	to add	a corner	0
 hair	a corner	to add	0
 clothes	a nose	to hear	0
a heel	to hear	a nose	0
a story	a word	 week	1
a word	a story	 weak	1
 gentle	 naked	to carry	1
 naked	 gentle	a toe	1
an arm	black	to believe	1
black	an arm	a collar	0
 other	a collar	an arm	0
to speak	to add	a corner	0
 hair	a corner	to add	0
 thick	a pillow	a message	0
a boot	a message	a pillow	0
a cheek	 grief	white	0
an arm	white	 grief	1
white	an arm	to lose	1
 child	to sell	to know	0
a knife	to know	to sell	0
to destroy	 soft	a toe	0
green	a toe	 soft	0
a ladder	 sick	an item	0
a nose	an item	 sick	1
an item	a nose	to hear	0
a knife	to hear	a nose	0
 hair	a corner	 chest	1
a corner	 hair	 thin	0
a leg	 thin	 hair	1
 thin	a leg	to choose	1
an arm	brown	to believe	1
brown	an arm	to lose	1
 milk	 power	to deceive	1
 power	 milk	a woman	0
gray	a woman	 milk	0
a story	a word	 week	1
a word	a story	a heel	1
to add	 child	 clever	0
 grief	 clever	 child	1
 clever	 grief	white	0
an arm	white	 grief	1
white	an arm	 clothes	1
 hair	a corner	 chest	0
a month	 chest	a corner	0
green	a heel	a gift	1
a heel	green	a box	0
 dirt	a box	green	0
an item	 sad	a ladder	0
to arrive	a ladder	 sad	1
a ladder	to arrive	a roof	1
 dish	to eat	 naked	1
to eat	 dish	 sick	1
brown	 weak	a pillow	0
a message	a pillow	 weak	1
a pillow	a message	black	1
to read	to grow	 soft	1
to grow	to read	to forget	1
 pain	to win	to know	1
to win	 pain	a cheek	1
gray	to deceive	 week	1
to deceive	gray	to bother	1
 weak	 grass	a reason	0
a grandfather	a reason	 grass	1
a reason	a grandfather	to sell	1
a picture	 life	to deceive	1
 life	a picture	to know	1
 gentle	 life	a picture	0
to know	a picture	 life	0
a nose	a fish	a heel	1
a fish	a nose	a leg	0
 other	a leg	a nose	0
blue	a message	to know	0
 cheap	to know	a message	0
 clever	to eat	a nose	0
a leg	a nose	to eat	0
a chair	a story	a word	0
a collar	a word	a story	0
red	 powerful	to win	0
a shelf	to win	 powerful	0
 cheap	to know	a knife	0
 grass	a knife	to know	1
a knife	 grass	a mistake	1
a woman	 milk	a nose	1
 milk	a woman	to add	1
to believe	a cheek	a leg	0
to choose	a leg	a cheek	0
 memory	to add	a pillow	1
to add	 memory	a shirt	1
a reason	green	to bother	0
 life	to bother	green	0
an arm	a bed	a roof	0
a toe	a roof	a bed	0
to teach	the ground	a mistake	0
an item	a mistake	the ground	0
blue	a message	to know	0
a pillow	to know	a message	0
to sell	a grandfather	to deceive	0
gray	to deceive	a grandfather	0
a roof	a pillow	an arm	0
 other	an arm	a pillow	1
an arm	 other	a family	1
to disturb	 cheap	purple	1
 cheap	to disturb	 sad	0
 milk	 sad	to disturb	0
to win	 power	red	1
 power	to win	a shelf	1
 soft	yellow	to bother	1
yellow	 soft	 thin	0
to melt	 thin	 soft	0
to steal	 hair	to carry	0
 people	to carry	 hair	1
to carry	 people	to forget	1
a shelf	to win	a cheek	1
to win	a shelf	to eat	1
 cheap	to know	a knife	1
to know	 cheap	to disturb	0
 life	to disturb	 cheap	0
to grow	 famous	red	1
 famous	to grow	a fish	1
a toe	a ladder	the ground	0
to teach	the ground	a ladder	0
a leg	a nose	to believe	1
a nose	a leg	to choose	1
 grass	a knife	 dirt	1
a knife	 grass	a mistake	1
 source	purple	to carry	0
 people	to carry	purple	1
to carry	 people	to forget	1
orange	a corner	to eat	0
 clever	to eat	a corner	0
 cheap	to forget	 life	1
to forget	 cheap	to disturb	1
 soft	black	a table	1
black	 soft	 thick	0
to melt	 thick	 soft	1
 thick	to melt	black	1
 other	an arm	to choose	1
an arm	 other	a family	1
a pillow	to forget	 cheap	1
to forget	a pillow	a roof	1
 life	to bother	a pillow	0
an arm	a pillow	to bother	0
 sad	to disturb	 life	1
to disturb	 sad	 milk	1
to sell	a grandfather	to deceive	0
gray	to deceive	a grandfather	0
a grandfather	a reason	a knife	1
a reason	a grandfather	to sell	1
to speak	white	to bother	0
 life	to bother	white	0
 week	to steal	a shoe	0
 under	a shoe	to steal	1
a shoe	 under	 famous	1
 pain	 money	purple	1
 money	 pain	a business	1
a vein	to read	 cheap	0
to disturb	 cheap	to read	1
 cheap	to disturb	 sad	1
a shelf	to win	a cheek	1
to win	a shelf	to eat	1
to grow	 famous	red	1
 famous	to grow	a fish	0
a nose	a fish	to grow	0
 country	a gift	white	1
a gift	 country	a thigh	1
